"merge","cubes","ash","fomo","lp","other","q2","q3","q4","q4open","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q9open"
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","3","I do not have a theory on classes",NA,"no clue","The floor price for mute Poets will never exceed the high tier ASH rate.","Agree","29000","Artist commitment to ASH ecosystem",61,"Between 25 and 50 percent","6 to 10 hours","7","Net positive",NA
"Merge (Mass)",NA,NA,NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","1","I do not have a theory on classes",NA,"I’m new and trying to work this out ","During Q2 2022 (Apr-Jun)","Strongly agree","10000","Artist history of community membership",31,"Less than 25 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"<5 ETH","1","Tokens will compete both within and across classes",NA,"merging rewarded by a yet to be disclosed NFT which will be tradable or burnable","During Q2 2022 (Apr-Jun)","Agree","12000","Straightforward aesthetic appeal",103,"Between 25 and 50 percent","6 to 10 hours","9","Does not matter",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,">100 ETH","2","I do not have a theory on classes",NA,"At first, staking. Now, I believe we’ll need to pay with some of our merge, or give up the entire merge for ASH. ","During or After Q4 2022 (Oct-Dec)","Strongly disagree","12000","Other (please specify)",72,"Between 50 and 75 percent","11 to 20 hours","10","Net positive","A combination of artist history in community, aesthetic appeal, and artist vision going forward."
"Merge (Mass)",NA,"ASH","FOMO","Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Tokens in a class will compete against each other",NA,"Burn Merge for Ash","During Q3 2022 (Jul-Sep)","Agree","21000","Artist history of community membership",46,"Between 25 and 50 percent","5 hours or less","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"50-100 ETH","2","I do not have a theory on classes",NA,"The more you burn, the more you get","During or After Q4 2022 (Oct-Dec)","Strongly agree","30000","Artist commitment to ASH ecosystem",58,"Between 50 and 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH","FOMO","Lost Poets (Poets/Pages)","Fusion ","10-50 ETH","2","Classes will compete against other classes",NA,"10% per merge ","During Q3 2022 (Jul-Sep)","Strongly agree","20000","Expected appreciation on secondary market",86,"More than 75 percent","11 to 20 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,">100 ETH","3","I do not have a theory on classes",NA,"Simply more mass equals more Ash.","During or After Q4 2022 (Oct-Dec)","Neither agree nor disagree","8000","Other (please specify)",21,"More than 75 percent","More than 20 hours","10","Net positive","Artist own unique work, nothing to do with Pak that only accepts Ash because it is the premier token of NFTs which the artist believes has more potential than any other token."
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","I do not have a theory on classes",NA,"proportional to the Nfts owned from merge token","During or After Q4 2022 (Oct-Dec)","Strongly agree","15000","Straightforward aesthetic appeal",82,"Between 50 and 75 percent","5 hours or less","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,">100 ETH","1","I do not have a theory on classes",NA,"Threshold based redemption for burn","The floor price for mute Poets will never exceed the high tier ASH rate.","Disagree","19000","Artist commitment to ASH ecosystem",58,"More than 75 percent","6 to 10 hours","5","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","1","I do not have a theory on classes",NA,NA,"During or After Q4 2022 (Oct-Dec)","Agree","20000","Artist commitment to ASH ecosystem",51,"Between 25 and 50 percent","6 to 10 hours","9","Does not matter",NA
"Merge (Mass)",NA,NA,NA,"Lost Poets (Poets/Pages)",NA,"<5 ETH","1","Classes will compete against other classes",NA,"Limited access to all things Pak.","Before or During Q1 2022 (Jan-Mar)","Strongly agree","10000","Artist history of community membership",73,"More than 75 percent","More than 20 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,">100 ETH","1","I do not have a theory on classes",NA,"Spending merge/staking  for nfts on return.","During Q3 2022 (Jul-Sep)","Neither agree nor disagree","30000","Artist commitment to ASH ecosystem",13,"Between 50 and 75 percent","11 to 20 hours","4","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Tokens in a class will compete against each other",NA,"A claimable NFT that can be burned as High Tier depending on your mass proprieties (class, merges...)","The floor price for mute Poets will never exceed the high tier ASH rate.","Strongly agree","26000","Innovative application of Web 3.0 technology",93,"Between 50 and 75 percent","11 to 20 hours","9","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"50-100 ETH","3","I do not have a theory on classes",NA,"No specific ideas, though I think it will favor smaller holders in the short term (from a purely financial gain aspect).","During Q3 2022 (Jul-Sep)","Agree","30000","Artist commitment to ASH ecosystem",51,"Between 50 and 75 percent","6 to 10 hours","9","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","3","I do not have a theory on classes",NA,"use merge to buy high-tier burnable pieces from other artists, but each will need ~value of a cube ","During Q2 2022 (Apr-Jun)","Agree","33000","Straightforward aesthetic appeal",110,"More than 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","1","I do not have a theory on classes",NA,NA,"During or After Q4 2022 (Oct-Dec)","Disagree","10000","Innovative application of Web 3.0 technology",40,"Between 25 and 50 percent","6 to 10 hours","8","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,">100 ETH","1","Classes will compete against other classes",NA,"NFT Raffles, more mass = more ticket stubs","During or After Q4 2022 (Oct-Dec)","Strongly disagree","11111","Straightforward aesthetic appeal",5,"Between 25 and 50 percent","5 hours or less","8","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","2","I do not have a theory on classes",NA,"There will be an opportunity cost with mass.black.  A decision point around the value of staking and ash/nft redemption vs other action with merge.  ","During Q3 2022 (Jul-Sep)","Disagree","28000","Artist commitment to ASH ecosystem",50,"Between 25 and 50 percent","More than 20 hours","8","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)","The Creation, The Title","10-50 ETH","2","I do not have a theory on classes",NA,"Different size masses have access to different tiers of NFTs ","During Q3 2022 (Jul-Sep)","Agree","37000","Artist history of community membership",58,"More than 75 percent","More than 20 hours","10","Not Sure",NA
"Merge (Mass)",NA,NA,NA,"Lost Poets (Poets/Pages)",NA,"<5 ETH","2","I do not have a theory on classes",NA,NA,"During or After Q4 2022 (Oct-Dec)","Strongly agree","25000","Expected appreciation on secondary market",65,"Between 50 and 75 percent","5 hours or less","8","Net positive",NA
"Merge (Mass)",NA,NA,NA,"Lost Poets (Poets/Pages)",NA,"<5 ETH","1","I do not have a theory on classes",NA,NA,"During Q3 2022 (Jul-Sep)","Strongly agree","30000","Other (please specify)",81,"Between 25 and 50 percent","6 to 10 hours","10","Does not matter","A simple solution to our modern world problems"
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)","The Title","50-100 ETH","1","I do not have a theory on classes",NA,"Gauge Theory","The floor price for mute Poets will never exceed the high tier ASH rate.","Strongly agree","32769","Innovative application of Web 3.0 technology",44,"Between 25 and 50 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"50-100 ETH","2","Tokens will compete both within and across classes",NA,"Pak's Bingo","During Q3 2022 (Jul-Sep)","Strongly agree","20000","Innovative application of Web 3.0 technology",58,"More than 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Classes will compete against other classes",NA,"Not sure but I trust Pak. ","During Q2 2022 (Apr-Jun)","Strongly agree","10000","Innovative application of Web 3.0 technology",73,"Between 25 and 50 percent","5 hours or less","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Classes will compete against other classes",NA,"I think the Ash received during the first Ash drop will be allocated for merge/mass to be staked to earn ","The floor price for mute Poets will never exceed the high tier ASH rate.","Agree","18000","Artist history of community membership",17,"Between 50 and 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Tokens will compete both within and across classes",NA,"Ability to find and collect Nft’s that are burnable. Mass size will determine rarity and burn amount ","During Q2 2022 (Apr-Jun)","Strongly agree","23000","Expected appreciation on secondary market",40,"Between 50 and 75 percent","11 to 20 hours","9","Net positive",NA
"Merge (Mass)",NA,"ASH","FOMO","Lost Poets (Poets/Pages)",NA,"5-10 ETH",NA,"I do not have a theory on classes",NA,"You will trade mass for NFTs for burning","During Q3 2022 (Jul-Sep)","Neither agree nor disagree","18000","Artist commitment to ASH ecosystem",79,"More than 75 percent","More than 20 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,">100 ETH","1","Tokens in a class will compete against each other",NA,"yes","Before or During Q1 2022 (Jan-Mar)","Strongly agree","10000","Innovative application of Web 3.0 technology",35,"Between 50 and 75 percent","5 hours or less","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,"10-50 ETH","1","Other (please explain your class theory)","I think it will be less competition based and classes will offer different levels of rewards. but i dont really know","NFT redemptions will be dictated by amount of mass. Classes will also have varying levels of return. There will also be a twist (obviously) that might make your class or the number of mass (ie odd, even, divisible by 5, prime numbers etc.) matter in some way. This will create a sort of ""game"" where you can send mass to competitors to change their positioning. These are my thoughts :) ","During Q3 2022 (Jul-Sep)","Agree","23456","Innovative application of Web 3.0 technology",4,"Between 25 and 50 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"<5 ETH","2","I do not have a theory on classes",NA,"Merge tokens will redeem for 100 ASH, mass m1 will redeem for 10 ASH","The floor price for mute Poets will never exceed the high tier ASH rate.","Disagree","8000","Other (please specify)",92,"Less than 25 percent","5 hours or less","10","Does not matter","only interested in Pak work on ASH"
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","2","Other (please explain your class theory)","Mass.black will only interact with a certain class, changing daily","ASH proportional to mass input (much less than high tier). Merge with specific properties will be eligible to receive an NFT that is high-tier burnable.","During Q3 2022 (Jul-Sep)","Agree","28000","Innovative application of Web 3.0 technology",65,"Between 50 and 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,NA,NA,NA,NA,"<5 ETH","1","I do not have a theory on classes",NA,"Redemption amount will be a determined by the amount of mass burned.",NA,"Agree","20000","Artist commitment to ASH ecosystem",31,"Between 25 and 50 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","I do not have a theory on classes",NA,"burn mass for nft","During Q3 2022 (Jul-Sep)","Agree",NA,"Artist commitment to ASH ecosystem",94,"Between 25 and 50 percent","6 to 10 hours","6","Not Sure",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","1","Classes will compete against other classes",NA,NA,"During Q3 2022 (Jul-Sep)","Strongly agree","15000","Innovative application of Web 3.0 technology",65,"Between 50 and 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","2","I do not have a theory on classes",NA,NA,"During or After Q4 2022 (Oct-Dec)","Neither agree nor disagree","25000","Expected appreciation on secondary market",31,"Between 50 and 75 percent","6 to 10 hours","8","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH","FOMO","Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Tokens in a class will compete against each other",NA,"Exchange mass for ash or stake to yield ","During Q3 2022 (Jul-Sep)","Strongly agree","15000","Straightforward aesthetic appeal",84,"Between 50 and 75 percent","11 to 20 hours","10","Net positive",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Tokens in a class will compete against each other",NA,"No Idea hahahah","During Q3 2022 (Jul-Sep)","Strongly agree","15000","Innovative application of Web 3.0 technology",76,"More than 75 percent","More than 20 hours","9","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","2","Classes will compete against other classes",NA,"There will be multiple qualifiers that will allow for the distribution of the mass.black NFTs. Even, odd, certain number of merges, classes, sizes, etc. The more rarer the set of traits, and the larger the mass, the larger the reward. The NFTs will then be burnable for ASH at different tiers. ","During Q3 2022 (Jul-Sep)","Agree","20000","Innovative application of Web 3.0 technology",67,"More than 75 percent","More than 20 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH","FOMO","Lost Poets (Poets/Pages)",NA,">100 ETH","4","Classes will compete against other classes",NA,"IMO The higher the mass the higher the Ash burn tier. ","During or After Q4 2022 (Oct-Dec)","Agree","4000","Artist commitment to ASH ecosystem",102,"Between 25 and 50 percent","11 to 20 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,NA,NA,"<5 ETH","1","I do not have a theory on classes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merge (Mass)",NA,NA,NA,NA,NA,"<5 ETH","1","Tokens will compete both within and across classes",NA,"I’ve just seen some musings on it being some type of yield. That would be interesting. ","During or After Q4 2022 (Oct-Dec)","Agree","12000","Innovative application of Web 3.0 technology",98,"Between 25 and 50 percent","5 hours or less","9","Net negative",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","2","Tokens in a class will compete against each other",NA,"have not an idea actualy pak mind is a mistery","During or After Q4 2022 (Oct-Dec)","Neither agree nor disagree","30000",NA,NA,NA,NA,NA,NA,NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","1","Classes will compete against other classes",NA,"No idea","During Q3 2022 (Jul-Sep)","Disagree","20000",NA,NA,NA,NA,NA,NA,NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","1","I do not have a theory on classes",NA,"no idea","The floor price for mute Poets will never exceed the high tier ASH rate.","Agree","30000","Artist commitment to ASH ecosystem",33,NA,NA,NA,NA,NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","1","Tokens will compete both within and across classes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","2","I do not have a theory on classes",NA,"Different classes of nfts with potentially different royalties mechanisms in each (""cheaper"" nfts  having a higher royalties that goes down with age, for example)","During Q2 2022 (Apr-Jun)","Strongly agree","10000","Artist history of community membership",NA,"Between 50 and 75 percent","6 to 10 hours","9","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,NA,NA,"<5 ETH","1","Tokens in a class will compete against each other",NA,"It would be insulting for me to even guess. The design is what it is.","Before or During Q1 2022 (Jan-Mar)","Neither agree nor disagree",NA,"Artist commitment to ASH ecosystem",119,"More than 75 percent","More than 20 hours","8","Not Sure",NA
"Merge (Mass)","The Fungible (Cubes)","ASH",NA,"Lost Poets (Poets/Pages)","TSNP","10-50 ETH","1","Tokens will compete both within and across classes",NA,"Lock mass up for weekly yield of ash","During Q2 2022 (Apr-Jun)","Disagree","12000","Artist history of community membership",33,"Between 50 and 75 percent","6 to 10 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"5-10 ETH","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","1","Tokens will compete both within and across classes",NA,"New low tier burn","The floor price for mute Poets will never exceed the high tier ASH rate.","Strongly agree","20000","Artist commitment to ASH ecosystem",117,"More than 75 percent","11 to 20 hours","10","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"<5 ETH","1","Tokens in a class will compete against each other",NA,"I think it will follow impossible mass theory and involve class based limits on claimable NFTs. But who knows?","During Q3 2022 (Jul-Sep)","Strongly agree","10000","Innovative application of Web 3.0 technology",104,"More than 75 percent","More than 20 hours","7","Net positive",NA
"Merge (Mass)",NA,"ASH",NA,"Lost Poets (Poets/Pages)",NA,"10-50 ETH","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
